,User_Age,Income,Child_Count,Day_Cnt,Recency,Marital_Status_Joined,Education_Graduate,Education_Postgraduate,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Spent,Purchases_Z1,Purchases_Z2,Purchases_Z3
1418,32,39228.0,1,127.0,1,0,0,1,7,1,6,0,3,3,0,0,0,0,0,0,0,20,1.3562097652995406,-1.5202119841708306,0.39528752555400753
1419,38,58494.0,1,247.0,56,1,0,1,298,7,68,4,0,19,0,0,0,0,0,0,0,396,-0.07762380091740644,0.3650147045197833,-0.6966627292523307
1420,67,58684.0,1,302.0,71,0,1,0,479,35,179,28,7,85,0,1,0,0,0,0,0,813,-1.901156744429709,-0.7881564071746003,-0.42880953815664463
1421,55,56551.0,2,97.0,48,0,0,1,67,4,32,17,2,16,0,0,0,0,0,0,0,138,0.7082066445641158,-0.4092490894019872,0.7137326047813869
1422,36,22448.0,1,375.0,86,1,1,0,3,1,8,23,2,18,0,0,0,0,0,0,0,55,0.6950403977691713,-0.6499703048217562,0.880396500980531
1423,59,34213.0,1,443.0,2,0,1,0,50,4,28,6,3,26,0,0,0,0,0,0,1,117,1.8282180612869978,0.7041257233837799,-0.05490352028706401
1424,69,25358.0,0,270.0,57,0,0,1,19,0,5,0,0,8,0,0,0,0,0,0,0,32,1.5843427015626095,-0.5676492810167245,0.26097494702897356
1425,45,35544.0,2,10.0,77,0,0,1,30,5,23,4,1,4,0,0,0,0,0,0,0,67,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
1426,38,36634.0,1,367.0,0,1,0,1,213,9,76,4,3,30,0,0,0,0,0,0,0,335,0.44381222508302154,0.734130917469035,-0.23273624399306264
1427,45,62670.0,2,98.0,57,1,0,1,539,30,92,80,46,38,0,0,0,0,0,0,0,825,-1.8879904976347646,-0.5474351917548309,-0.5954734343557883
1428,50,50334.0,2,279.0,24,1,0,0,284,16,160,84,16,134,0,0,0,0,0,0,0,694,-0.568950365871425,1.9981114671068074,0.6677247347858367
1429,33,72066.0,2,610.0,55,0,1,0,1003,34,536,134,51,34,0,0,1,1,0,0,1,1792,-1.2804895413659714,-1.2381336992648786,0.3896348192380909
1430,35,50729.0,1,201.0,62,0,0,1,239,13,143,45,4,52,0,0,0,0,0,0,0,496,-0.17969556222989855,3.023876509771715,1.6059476978659717
1431,33,34916.0,1,58.0,89,1,1,0,51,23,82,33,0,42,0,0,0,0,0,0,0,231,1.359320328116463,1.458720305250441,-0.19187772151489424
1432,54,64892.0,0,415.0,77,0,1,0,527,24,230,32,24,65,0,0,0,0,0,0,0,902,-1.8621886349524868,0.14627585918662758,-0.4423710796866299
1433,40,43602.0,1,199.0,45,0,1,0,19,5,12,10,3,19,0,0,0,0,0,0,0,68,1.2712558133246021,0.09407374928402447,0.32488633700186187
1434,33,33996.0,0,13.0,46,0,0,1,40,2,15,8,0,6,0,0,0,0,0,0,0,71,1.0138102702475424,-1.3669797835711655,0.3002509787564766
1435,47,41473.0,0,407.0,80,0,0,0,21,8,20,15,3,9,0,0,0,0,0,0,0,76,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
1436,64,63246.0,2,53.0,60,1,0,1,593,30,91,29,22,7,0,0,0,0,0,0,0,772,-1.6830832473875974,-0.21009245371555418,-0.8977903601418407
1437,32,36732.0,1,123.0,71,1,0,1,21,5,3,10,1,7,0,0,0,0,0,0,0,47,0.4901331475220041,-0.9873130428610335,1.182713426766583
1438,51,77766.0,2,660.0,97,1,0,1,1004,59,265,115,59,27,1,0,0,0,0,0,1,1529,-3.2195549358308737,1.2636371840720606,-1.009928737769018
1439,37,37929.0,0,426.0,49,0,0,1,202,2,46,3,2,10,0,1,0,1,0,0,1,265,0.5869874541282173,0.18826953038143324,-0.35161690366064635
1440,36,80141.0,1,113.0,20,1,0,1,1184,102,673,52,40,40,0,0,1,0,0,0,1,2091,-1.3091989054129571,0.27509994817757966,-1.1658855909263175
1441,60,72635.0,1,397.0,54,1,0,0,390,22,323,104,35,107,0,0,0,1,0,0,0,981,-1.7796344488158355,-0.728318640032297,0.07296510654672031
1442,60,69016.0,1,147.0,61,1,1,0,726,53,363,123,107,161,0,0,0,0,0,0,0,1533,-3.081196980177164,1.388067664817211,0.2324815284246345
1443,42,20193.0,1,340.0,18,1,0,0,8,8,22,24,11,9,0,0,0,0,0,0,0,82,0.841322434388355,-1.3296092261846477,0.26018370165364074
1444,33,27573.0,0,6.0,45,1,1,0,50,15,110,39,15,15,0,0,0,0,0,0,0,244,1.0011784096031435,1.2927402046037064,-0.10534837952142118
1445,56,15862.0,2,423.0,26,0,0,0,1,1,4,11,9,10,0,0,0,0,0,0,0,36,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
1446,46,49544.0,2,410.0,0,1,0,1,308,0,73,0,0,23,0,0,0,0,0,0,0,404,0.10545410507034922,0.48987427672640466,-0.8083573557567793
1447,38,33228.0,1,31.0,28,1,1,0,22,2,31,7,4,5,0,0,0,0,0,0,0,71,1.6067026767296324,-0.5674347352859898,-0.41607749932007654
1448,48,70440.0,2,170.0,49,1,1,0,690,117,499,76,102,88,0,0,0,1,0,0,0,1572,-2.1772172699805634,-0.8985715936240778,0.49018748722656
1449,25,38232.0,0,291.0,84,1,1,0,43,5,28,7,6,33,0,0,0,0,0,0,0,122,0.9231733340322396,0.30259239833234924,0.7460839224554976
1450,29,22554.0,1,375.0,38,1,0,1,27,0,10,0,0,4,0,0,0,0,0,0,0,41,1.0930849932250504,0.1867307551192015,0.8010531921501932
1451,47,23536.0,2,313.0,53,1,0,1,6,0,3,0,0,1,0,0,0,0,0,0,0,10,1.1705556826454089,-1.723562642204082,0.5218841446503156
1452,55,49413.0,2,182.0,88,1,1,0,205,7,41,3,2,46,0,0,0,0,0,0,0,304,0.21567928881995335,-0.21843178568507046,-0.09842366546802908
1453,44,42231.0,1,222.0,99,1,1,0,24,0,8,0,1,4,0,0,0,0,0,0,0,37,1.3886291796875208,-1.145498688745036,0.052903322665119545
1454,29,56534.0,0,334.0,35,1,1,0,691,7,61,10,0,46,0,1,0,0,1,0,1,815,-0.8499529196627181,2.2072737533473363,-0.9422350188076772
1455,63,58350.0,0,297.0,5,0,1,0,493,26,206,116,80,80,0,0,0,0,0,0,0,1001,-1.588066100948768,1.662830386221212,-0.5785540355391274
1456,28,81217.0,0,534.0,77,0,1,0,493,70,324,146,40,84,0,0,0,0,0,0,0,1157,-2.3645129618357332,-1.4441246445509641,0.6524336736078492
1457,59,49090.0,0,391.0,45,0,1,0,494,5,82,7,0,100,0,0,0,0,0,0,0,688,-0.5526084548860322,1.2263384218001885,-0.8245805199895619
1458,44,61787.0,1,584.0,71,0,0,1,621,73,414,78,48,85,0,0,0,0,0,0,0,1319,-0.9581363128964914,0.09362969799080173,-1.0948074472112463
1459,23,18169.0,0,578.0,40,1,0,1,9,0,5,0,0,7,0,0,0,0,0,0,0,21,2.1180792635091032,-0.5728172720317974,-0.286819257520971
1460,39,24336.0,1,461.0,82,0,0,0,1,6,2,8,2,12,0,0,0,0,0,0,0,31,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1461,35,18222.0,1,367.0,70,1,1,0,12,4,19,12,6,14,0,0,0,0,0,0,0,67,1.7923567593837644,-0.36408407725273795,-0.5426741184163854
1462,38,62335.0,1,502.0,87,0,1,0,243,131,217,85,6,26,0,0,0,0,0,0,0,708,-1.7571158045356357,-0.7190123748781084,0.2973665957858403
1463,34,42033.0,1,157.0,95,1,0,0,11,1,4,2,0,7,0,0,0,0,0,0,0,25,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1464,36,86580.0,0,264.0,72,1,0,1,532,21,127,26,20,20,0,0,1,0,0,0,0,746,-0.5470559202384874,-1.7808319172081961,-0.26137367600312
1465,43,41437.0,2,163.0,5,0,0,1,29,0,2,0,0,1,0,0,0,0,0,0,0,32,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
1466,62,38452.0,1,247.0,62,1,0,1,56,0,14,0,0,2,0,0,0,0,0,0,0,72,1.473586886905393,0.352925401496671,0.03747140380766988
1467,45,18358.0,2,96.0,49,0,1,0,6,8,19,16,4,4,0,0,0,0,0,0,0,57,1.301099051046206,0.3902959588831884,-0.0025958732951656327
1468,34,55012.0,0,690.0,85,1,0,1,582,0,65,0,0,13,0,0,0,0,0,0,0,660,-1.0469729707975788,2.1144959922114044,0.21682986479096444
1469,46,9722.0,1,341.0,7,1,0,0,6,17,16,6,16,42,0,0,0,0,0,0,1,103,1.4801355819946351,0.9126443724321045,0.36629406516657176
1470,43,38175.0,1,541.0,6,1,0,1,70,6,69,2,3,3,0,0,0,0,0,0,0,153,1.1119342242603596,0.37216552209031073,0.11815516369988241
1471,25,58656.0,0,345.0,25,1,0,1,962,12,194,16,24,12,0,0,1,0,0,0,0,1220,-2.553143402471034,1.4381861222507988,0.2009214561258551
1472,63,52117.0,1,345.0,55,1,1,0,112,10,107,30,0,20,0,0,0,0,0,0,0,279,0.6062406217212524,0.3222616103874585,-0.5273372103503898
1473,29,54222.0,1,495.0,98,1,0,1,199,12,31,3,12,7,0,0,0,0,0,0,0,264,-0.20161847422896104,-1.1891249256320533,0.1566399500520523
1474,33,83512.0,1,671.0,31,1,1,0,1060,61,835,80,20,101,1,0,1,1,1,0,1,2157,-2.3452597942426987,-1.3101325645449395,0.47671336691810595
1475,24,77520.0,0,545.0,30,1,0,1,940,44,396,0,88,58,1,0,1,1,0,0,1,1526,-1.8837727117673493,-0.12674171303456588,-0.646024994232629
1476,62,41154.0,1,402.0,98,1,1,0,44,2,11,2,3,7,0,0,0,0,0,0,0,69,1.216141343828333,-1.1081281313585183,0.01283604556228396
1477,31,18746.0,0,487.0,41,0,0,0,2,10,11,12,9,20,0,0,0,0,0,0,0,64,1.277873365030305,-0.22492400623164002,-0.170600220556184
1478,57,35196.0,2,645.0,68,1,1,0,75,12,141,43,39,187,0,0,0,0,0,0,0,497,0.6955747839197169,2.250470898772884,0.30813324650348967
1479,63,60230.0,2,116.0,78,0,1,0,520,20,367,39,81,40,0,0,0,0,0,0,0,1067,-0.45244271035738454,0.14353360969365386,-0.44931507316097424
1480,38,22108.0,1,667.0,46,1,1,0,5,3,9,6,2,6,0,0,0,0,0,0,0,31,1.6167621159505885,-0.19293598559093042,-0.08140925585991395
1481,59,44392.0,2,91.0,71,1,1,0,87,5,71,7,12,29,0,0,0,0,0,0,0,211,0.9788184344361202,1.2925256588729714,0.5717040668276288
1482,25,55424.0,1,221.0,6,1,0,1,462,61,184,10,53,107,1,0,0,0,0,0,1,877,-1.2956975786767464,1.343095203083363,-0.0010625464479461723
1483,41,17688.0,1,100.0,82,1,1,0,2,2,1,3,1,2,0,0,0,0,0,1,0,11,2.1180792635091032,-0.5728172720317974,-0.286819257520971
1484,30,90273.0,1,279.0,32,0,1,0,704,129,853,120,74,111,0,1,1,1,0,0,1,1991,-1.6062120454913105,-1.0294005044858192,0.13377995834267647
1485,58,82571.0,1,647.0,28,0,0,1,861,31,558,62,95,79,0,0,1,0,0,0,0,1686,-2.615268341347697,-0.9901828356763555,-0.7778305685221247
1486,49,38513.0,1,682.0,20,0,0,1,172,3,115,16,0,18,0,0,0,0,0,0,1,324,0.6855153446987601,1.8759721490778256,-0.026534996956673003
1487,36,16653.0,1,178.0,10,0,0,1,5,7,31,15,4,7,0,0,0,0,0,0,1,69,1.2520026457315672,-0.039918330722000656,0.5006066436916052
1488,41,42586.0,1,120.0,7,1,1,0,194,2,56,0,0,0,0,0,0,0,0,0,1,252,0.8194968453718773,1.5706174316792574,0.3649728935256497
1489,28,23529.0,0,12.0,67,0,0,0,9,7,13,3,2,20,0,0,0,0,0,0,0,54,1.5576062714149936,-0.9976490248911788,0.0871250176666945
1490,55,74881.0,1,305.0,48,1,0,1,505,72,270,36,27,54,0,0,0,0,0,0,0,964,-1.7377900250832061,1.6489728023733792,-0.7884960372304453
1491,48,46910.0,0,596.0,36,1,0,1,48,0,14,0,0,6,0,0,0,0,0,0,0,68,1.431108033296457,-0.39628664362418214,0.045187363236394676
1492,22,18690.0,1,31.0,77,1,1,0,6,1,7,23,4,19,0,0,0,0,0,0,0,60,1.9289144367232576,-0.5909477088246747,-0.16606822052592302
1493,30,37244.0,1,593.0,90,0,1,0,18,2,10,0,0,25,1,0,0,0,0,0,0,55,1.7432603540691252,-0.7942983668579268,-0.039471601429614395
1494,58,82427.0,1,405.0,35,1,1,0,482,147,509,104,107,107,0,0,1,0,0,0,0,1456,-2.158671144123229,-1.3704932135786922,0.3708643225149181
1495,37,75342.0,2,52.0,38,0,0,0,204,97,97,21,118,26,0,0,0,0,0,0,0,563,-0.9957080806172239,-0.4380657690882532,-0.722619259138639
1496,38,79146.0,1,581.0,33,0,1,0,245,16,223,21,43,16,0,0,0,0,0,0,0,564,-0.5399039823822391,0.8006115308707802,-1.3291234880382077
1497,35,77437.0,1,532.0,70,1,1,0,560,21,442,29,44,29,0,0,1,0,0,0,0,1125,-2.484393648248568,-1.1617600187996322,0.11500946161950375
1498,31,54984.0,0,424.0,51,1,1,0,173,13,131,32,3,6,0,0,0,1,0,0,0,358,0.31731398696448465,1.3354932987360313,-0.2746738984233623
1499,23,42403.0,0,197.0,18,1,0,1,22,1,11,0,5,3,0,0,0,0,0,0,0,42,1.9455914276499164,-0.5354467146452806,-0.3268865346238063
1500,52,55761.0,0,88.0,97,1,1,0,136,1,12,0,3,32,0,1,0,0,0,0,0,184,0.9354738699783065,-0.0716918056319752,-0.26563676735371516
1501,32,37292.0,1,152.0,32,1,1,0,275,0,86,10,23,66,0,0,0,0,0,0,0,460,0.30718569112706784,1.8397112754920701,0.21496707703342297
1502,35,45576.0,1,72.0,9,0,0,1,56,19,29,2,14,25,0,0,0,0,0,0,1,145,1.4499572643317655,-0.2108518766530733,-0.6377106652139157
1503,49,58086.0,1,538.0,80,0,0,1,708,7,62,0,0,15,0,0,0,0,0,0,0,792,-0.8341416395849368,1.6477693281426378,-1.9481101265156295
1504,63,28389.0,1,497.0,49,1,0,0,1,5,3,7,4,8,0,0,0,0,0,0,0,28,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1505,50,66835.0,2,98.0,21,1,0,1,620,26,195,34,17,141,0,0,0,0,0,0,0,1033,-2.416044075340895,-0.5975536491884185,-0.5639133620570106
1506,55,69901.0,0,548.0,95,0,1,0,312,21,206,102,92,149,0,0,0,0,0,0,0,882,-1.2855692828393297,0.8388772263273244,-0.49070352190473215
1507,48,63342.0,0,109.0,48,1,0,1,918,21,118,13,10,21,0,1,0,0,0,0,1,1101,-0.3907106891554132,1.0267377348205327,-0.6327513392794427
1508,56,44989.0,1,419.0,26,1,1,0,98,0,106,49,10,106,0,0,0,0,0,0,0,369,0.4674418476566487,1.2979081956187792,0.44244582502852337
1509,60,31859.0,1,496.0,3,0,0,0,3,4,7,15,8,11,0,0,0,0,0,0,0,48,1.7599373449957845,-0.7387973726785322,-0.20028991552749761
1510,47,51569.0,2,66.0,39,0,0,1,380,0,47,6,0,34,0,1,0,0,0,0,1,467,0.17724556549327716,1.747577151548343,-0.6571253784150851
1511,51,30372.0,0,215.0,33,0,1,0,15,0,12,7,3,7,0,0,0,0,0,0,0,44,1.6268215551715455,0.18156276410412878,0.2532589876002487
1512,55,16014.0,1,36.0,42,0,0,0,3,9,4,7,8,7,0,0,0,0,0,0,0,38,0.6858466693970926,-0.4094636351327221,1.3907850511304374
1513,43,41120.0,1,200.0,80,1,1,0,24,2,23,0,8,24,0,0,0,0,0,0,0,81,1.2520026457315672,-0.039918330722000656,0.5006066436916052
1514,50,39763.0,1,66.0,9,0,0,1,80,1,60,4,6,16,0,0,0,0,0,0,1,167,1.511689285533737,0.6723522484738051,-0.8211469313323845
1515,31,38725.0,1,437.0,52,1,0,1,31,0,6,2,1,5,0,0,0,0,0,0,0,45,1.0405467003951578,-0.9369800396967108,0.47410090811875505
1516,67,62905.0,0,529.0,68,1,0,0,166,75,96,119,107,59,0,0,0,0,0,0,0,622,-0.9370828669892408,0.578915890313916,-0.40472338559780086
1517,45,13533.0,1,525.0,45,0,0,0,12,3,8,8,0,17,0,0,0,0,0,0,0,48,1.6167621159505885,-0.19293598559093042,-0.08140925585991395
1518,62,59481.0,0,611.0,47,1,1,0,178,3,85,71,66,58,0,0,0,0,0,0,0,461,-0.8946766252396986,-0.9058651618106944,0.49770298130001744
1519,67,72117.0,0,586.0,34,1,1,0,707,20,171,65,60,50,0,0,0,0,0,0,0,1073,-2.196328969097744,0.3227126971642623,-1.068543751327187
1520,68,21955.0,0,274.0,81,1,0,0,5,1,7,17,14,11,0,0,0,0,0,0,0,55,1.2419432065106102,-0.4144170804170598,0.16593840023144257
1521,45,67131.0,1,396.0,72,1,1,0,465,71,250,93,35,62,0,0,0,0,0,0,0,976,-1.5621953816500307,1.477824710711573,-1.2497608997869172
1522,65,36802.0,0,483.0,23,0,0,1,16,1,2,0,0,1,0,0,0,0,0,0,0,20,1.3886291796875208,-1.145498688745036,0.052903322665119545
1523,53,71853.0,1,621.0,29,1,1,0,358,108,413,141,97,32,0,0,0,0,0,0,0,1149,-1.5380039410594912,-1.8204705056689705,1.1893086799096533
1524,40,28249.0,1,655.0,80,1,0,0,1,9,7,2,14,10,0,0,0,0,0,0,0,43,1.4210485940755002,-0.7707853933192419,-0.28948088022376783
1525,34,47808.0,1,122.0,30,1,0,1,123,1,26,2,0,72,1,0,0,0,0,0,0,224,1.085197794112744,-0.05783422178414365,-0.05569476566239654
1526,65,25509.0,1,502.0,15,0,0,1,40,3,30,10,7,11,0,0,0,0,0,0,1,101,1.8448950522136567,0.7596267175631747,-0.21572183438494744
1527,43,51012.0,2,551.0,86,1,0,1,102,9,63,2,9,24,0,0,0,0,0,0,0,209,0.7529265948981625,-0.40881999794051727,-0.6403722879167127
1528,35,70596.0,2,469.0,68,0,1,0,347,44,534,17,0,26,0,0,0,0,0,0,0,968,-1.9730170614690972,-1.16714255554544,0.24426770341860934
1529,46,85431.0,2,235.0,54,1,0,1,376,53,462,168,53,53,0,0,0,0,0,0,0,1165,-1.706981032786964,-1.9683201695228272,1.1550869849080785
1530,43,42664.0,1,329.0,44,1,1,0,21,0,3,0,0,0,0,0,0,0,0,0,0,24,1.5742832623416525,-0.9421480307117842,-0.07369329643118884
1531,59,42586.0,2,50.0,7,1,1,0,194,2,56,0,0,0,0,0,0,0,0,0,1,252,0.8194968453718773,1.5706174316792574,0.3649728935256497
1532,42,29760.0,1,399.0,87,0,1,0,64,4,68,7,5,17,0,0,0,0,0,0,0,165,1.3076477461354477,0.9500149298186216,0.32622678806373656
1533,50,28973.0,1,292.0,59,1,0,1,206,0,46,3,2,12,0,0,0,0,0,0,0,269,0.8085716953020431,0.5811132626001049,-0.8147521435445816
1534,35,39435.0,1,476.0,16,1,0,1,71,0,18,0,0,13,0,0,0,0,0,0,0,102,1.436791017536821,-0.4515730920728422,-0.47104676901477194
1535,39,65370.0,1,249.0,1,1,0,0,71,22,112,138,89,29,0,0,0,0,0,0,0,461,-1.7995946581445716,-1.4682244199989618,0.3050825552145654
1536,37,20194.0,1,313.0,64,0,0,0,0,4,7,11,10,15,0,0,0,0,0,0,0,47,1.431108033296457,-0.39628664362418214,0.045187363236394676
1537,28,42473.0,1,295.0,72,0,0,1,93,1,21,0,4,25,0,0,0,0,0,0,0,144,0.8938607272182475,-0.20589843136873534,0.5871359856850785
1538,34,71232.0,1,13.0,91,1,1,0,653,17,170,34,26,17,0,0,0,0,0,0,0,917,-1.3480944030307844,1.5746607790618152,-2.062466375722875
1539,32,34600.0,0,417.0,8,1,1,0,199,33,60,8,3,15,0,0,0,0,0,0,1,318,0.6495851861790662,1.6864790748924054,0.310003623830954
1540,53,46904.0,0,14.0,20,0,1,0,153,4,56,0,9,31,0,0,0,0,0,0,0,253,1.0011784096031435,1.2927402046037064,-0.10534837952142118
1541,39,49094.0,1,252.0,6,1,1,0,376,0,38,11,8,69,0,0,0,0,0,0,0,502,-0.23661031004038327,1.4703805168120836,0.4280930381232046
1542,40,36075.0,1,649.0,54,1,1,0,46,0,30,12,1,30,0,0,0,0,0,0,0,119,1.2485607582163127,-0.7334148359327243,-0.32954815732660325
1543,29,77298.0,0,632.0,46,1,1,0,425,115,292,23,35,79,0,0,0,0,0,0,0,969,-2.26374397454008,-0.5052049795139558,-0.3688733529575527
1544,62,34026.0,0,386.0,11,1,1,0,18,6,15,12,8,17,0,0,0,0,0,0,0,76,1.0663485630774352,-0.24326898875525255,0.6272032627879139
1545,47,48918.0,1,103.0,21,0,0,1,52,0,9,0,0,1,0,0,0,0,0,0,0,62,1.0405467003951578,-0.9369800396967108,0.47410090811875505
1546,59,82122.0,2,608.0,89,1,0,0,734,22,350,151,25,100,0,0,1,0,0,0,0,1382,-3.0878182871258013,-1.4056444033636852,0.8138011933922744
1547,29,37697.0,1,669.0,82,0,1,0,34,6,21,11,4,8,0,0,0,0,0,0,0,84,1.231883767289654,-0.7889158301121193,-0.1687298432287195
1548,37,34074.0,0,624.0,69,1,1,0,135,1,41,10,1,67,1,0,0,0,0,0,0,255,0.7405572023356353,0.844180932474905,1.1956576208094478
1549,41,28520.0,1,327.0,55,1,0,1,11,0,10,0,2,20,0,0,0,0,0,0,0,43,1.5576062714149936,-0.9976490248911788,0.0871250176666945
1550,30,62535.0,0,332.0,13,0,1,0,163,48,90,0,45,52,0,0,0,0,0,0,0,398,-0.5299171550206767,-1.058882816679624,-0.08431291825150167
1551,35,36273.0,1,559.0,80,0,0,1,29,3,30,3,2,9,0,0,0,0,0,0,0,76,1.277873365030305,-0.22492400623164002,-0.170600220556184
1552,38,63404.0,2,132.0,97,1,1,0,734,26,70,11,44,17,0,0,0,1,0,0,0,902,-0.2931211212931417,-0.1345581631126323,-0.2425838998589948
1553,43,75702.0,2,544.0,87,1,1,0,1073,0,629,145,37,37,0,0,1,0,0,0,0,1921,-2.475531244574822,0.8831690957218811,-1.8126991366175131
1554,47,59385.0,2,603.0,85,1,0,1,135,0,10,0,4,36,0,0,0,0,0,0,0,185,0.7305666197311392,-0.40903454367125225,0.036680158432337136
1555,41,37070.0,1,646.0,30,0,1,0,231,7,137,4,15,39,0,0,0,0,0,0,1,433,0.1758701796170443,3.1113655245918195,1.534320348464358
1556,31,44689.0,1,202.0,82,1,1,0,18,0,5,0,0,11,1,0,0,0,0,0,0,34,1.7533197932900817,-0.4197996171628674,0.29519664203054796
1557,35,53977.0,2,670.0,21,1,1,0,620,16,165,0,24,82,0,0,0,0,0,0,0,907,-1.68228639315518,1.2836296921196373,0.771575652385176
1558,64,18701.0,2,328.0,95,0,1,0,12,4,2,10,6,10,0,0,0,0,0,0,0,44,1.0930849932250504,0.1867307551192015,0.8010531921501932
1559,52,63159.0,0,318.0,74,0,0,1,965,34,586,89,86,37,1,0,0,0,0,0,0,1797,-1.0974116353782155,-1.113274127058257,0.2779401927336421
1560,38,37758.0,1,142.0,49,1,1,0,27,2,10,0,0,1,0,0,0,0,0,0,0,40,1.955650866870873,-0.1609479649502212,0.007781708836356545
1561,62,46757.0,2,351.0,71,0,0,1,777,30,163,0,51,122,0,0,0,0,0,0,0,1143,0.2752280510302398,2.1314460864154534,0.8952303517718118
1562,54,79734.0,2,380.0,72,1,0,1,572,8,232,23,62,17,0,0,0,1,0,0,0,914,-0.8986491436625647,-1.3870930469194973,0.15397832734925537
1563,37,72071.0,1,74.0,4,0,1,0,531,69,300,150,138,150,0,0,0,0,0,0,0,1338,-1.3802513493368926,-0.206771574123428,0.5215470941700705
1564,50,21840.0,2,23.0,80,1,0,1,17,0,9,0,0,1,0,0,0,0,0,0,0,27,2.1312455103040486,-0.3320960566120287,-0.4534831537201148
1565,33,58582.0,1,58.0,15,1,0,0,402,35,106,101,77,42,0,1,0,0,0,0,0,763,-1.240445395947557,0.7878636308237101,-1.337630692842265
1566,38,72282.0,1,2.0,70,0,1,0,503,27,419,90,139,153,0,0,0,0,0,0,1,1331,-1.212082130724872,0.043963463660596766,-0.4585866543494892
1567,40,50387.0,1,623.0,91,1,1,0,369,9,87,12,14,34,0,0,0,0,0,0,0,525,-0.5981941160689564,0.6109039109546253,-0.3155324209015305
1568,63,32583.0,2,427.0,10,1,0,1,5,0,3,0,0,1,0,0,0,0,0,0,0,9,1.9324251808549717,-0.7761679300650492,-0.1602226384246622
1569,48,62568.0,2,466.0,99,1,1,0,362,17,398,80,35,61,0,0,0,1,0,0,0,953,-0.3023148496652205,0.1059485065764018,0.26780465029091116
1570,63,44635.0,2,170.0,25,0,0,1,56,0,9,0,0,3,0,0,0,0,0,0,0,68,1.6167621159505885,-0.19293598559093042,-0.08140925585991395
1571,56,33316.0,1,386.0,34,0,0,1,79,1,31,4,4,12,0,0,0,0,0,0,0,131,1.0795148098723797,-0.0025477733354836115,0.46053936658876987
1572,48,63967.0,2,204.0,57,1,1,0,387,84,141,73,35,162,0,0,0,0,0,0,0,882,-1.9169680245074903,-0.2286519819699016,0.5770655695513076
1573,58,25293.0,0,62.0,51,1,1,0,15,0,11,0,2,9,0,0,0,0,0,0,0,37,1.9289144367232576,-0.5909477088246747,-0.16606822052592302
1574,40,54111.0,0,601.0,97,0,0,1,267,6,54,8,3,50,0,0,0,0,0,0,0,388,-0.11004321530538615,-0.00969859090601088,-0.35427852636344337
1575,45,22669.0,0,1.0,30,1,0,1,16,14,36,37,22,48,0,0,0,0,0,0,1,173,1.6749833930208455,0.8754883607763222,-0.2706911040796428
1576,22,29236.0,0,525.0,30,0,1,0,37,4,24,16,9,9,0,0,0,0,0,0,0,99,1.681600944726548,0.5564906052606575,-0.7661776616376886
1577,60,44911.0,1,500.0,11,1,1,0,159,0,22,2,1,31,0,0,0,0,0,0,0,215,0.9586995559942072,0.5435281594828528,-0.09763242009269629
1578,31,54693.0,1,343.0,72,1,0,1,686,17,142,23,26,35,0,0,0,0,0,0,0,929,-1.6030116701776715,2.837340230810004,1.2723778657788927
1579,32,48186.0,1,274.0,39,1,1,0,97,3,66,12,7,34,0,0,0,0,0,0,0,219,0.9586995559942072,0.5435281594828528,-0.09763242009269629
1580,63,54809.0,0,345.0,0,1,1,0,63,6,57,13,13,22,0,0,0,0,0,0,1,174,0.5457782479258849,0.0026202176795892904,1.0083335711387142
1581,58,41580.0,2,302.0,15,1,1,0,56,5,24,4,0,3,0,0,0,0,0,0,0,92,1.0663485630774352,-0.24326898875525255,0.6272032627879139
1582,52,47743.0,1,83.0,56,1,1,0,198,2,43,0,12,20,0,1,0,0,0,0,0,275,0.42806980162170066,0.4149186162226356,-0.05117035520205856
1583,43,62972.0,2,261.0,39,1,0,0,313,15,47,20,0,192,0,0,0,0,0,0,0,587,-0.09172461517768893,0.3880047961670189,-0.5507464077463075
1584,46,32313.0,1,324.0,60,1,0,1,86,4,56,2,4,7,0,0,0,0,0,0,0,159,1.5191725480883174,0.9683599123422344,-0.47157669528036167
1585,36,84953.0,0,663.0,73,0,0,1,167,48,602,63,72,72,0,1,1,1,0,0,1,1024,-1.5389385085248288,-1.556759198601966,1.1685611052165326
1586,45,27071.0,1,287.0,90,0,0,1,8,3,19,0,2,3,0,0,0,0,0,0,0,35,1.431108033296457,-0.39628664362418214,0.045187363236394676
1587,49,68148.0,1,308.0,86,1,0,1,389,66,408,37,57,85,0,0,0,0,0,0,0,1042,-0.9021598877942786,-1.2018728256791233,0.14813274524799477
1588,28,65735.0,0,499.0,37,1,0,1,239,7,119,4,15,11,0,0,0,0,0,0,0,395,0.13820859939959498,1.691861611638213,0.1807453820318483
1589,56,86836.0,0,402.0,7,1,0,1,179,21,273,0,21,63,1,0,1,1,0,0,1,557,-1.7866559370792645,-0.3578781975515491,0.06127394234419938
